truth_table_hex,distance,canonical_expression,neighbour_count,failing_neighbour_count,rigidity
30b8,5,"X(A(O(N(x0),x3),x1),O(x1,x2))",31,30,0.967741935483871
30ba,5,"O(A(N(x1),x2),A(N(x3),x0))",27,25,0.92592592592592593
30c3,5,"N(O(A(x1,x3),X(O(x1,x3),x2)))",30,27,0.90000000000000002
30c4,5,"A(O(A(N(x0),x1),x2),X(x1,x3))",32,30,0.9375
30ca,5,"A(O(x0,x2),X(O(N(x2),x1),x3))",33,29,0.87878787878787878
30ce,5,"X(O(A(N(x2),O(x0,x3)),x1),x3)",32,25,0.78125
30d0,5,"A(O(N(O(x0,x1)),X(x1,x3)),x2)",30,22,0.73333333333333328
30d5,5,"O(A(X(x1,x3),x2),N(O(x0,x3)))",33,29,0.87878787878787878
30da,5,"X(O(A(x1,x2),X(O(x0,x3),x2)),x3)",40,32,0.80000000000000004
30dc,5,"X(O(X(O(A(x0,x2),x3),x2),x1),x3)",38,24,0.63157894736842102
30df,5,"X(O(N(A(O(x0,x3),x2)),x1),x3)",30,20,0.66666666666666663
30e0,5,"A(O(A(N(x1),x0),X(x1,x3)),x2)",30,25,0.83333333333333337
30ea,5,"O(A(N(x3),x0),A(X(x1,x3),x2))",33,28,0.84848484848484851
30ec,5,"X(A(x1,x3),O(A(O(x0,x3),x2),x1))",37,28,0.7567567567567568
30ed,5,"X(O(X(O(N(x0),x3),x2),x1),x3)",32,25,0.78125
30ee,5,"X(A(O(X(x0,x2),x1),x3),O(x0,x1))",37,35,0.94594594594594594
30f3,5,"N(X(A(X(x1,x2),X(x1,x3)),x3))",29,27,0.93103448275862066
30f8,5,"A(N(A(x1,x3)),O(A(x0,x1),x2))",33,29,0.87878787878787878
3100,5,"A(A(N(x1),O(N(x0),x2)),x3)",23,20,0.86956521739130432
3101,5,"N(O(X(A(x2,x3),O(x0,x2)),x1))",29,23,0.7931034482758621
3102,5,"A(N(x1),X(A(N(x2),x0),x3))",25,23,0.92000000000000004
3103,5,"N(O(A(O(x0,x2),X(x2,x3)),x1))",30,24,0.80000000000000004
3104,5,"A(X(O(X(x0,x3),x2),x1),X(x1,x3))",36,33,0.91666666666666663
3108,5,"A(X(A(N(x2),x0),x3),X(x1,x3))",33,33,1
310a,5,"X(O(A(N(x2),x0),A(x1,x3)),x3)",34,34,1
3111,5,"A(N(x1),O(A(x2,x3),N(x0)))",25,21,0.83999999999999997
311c,5,"X(O(A(X(x2,x3),x0),x1),O(x2,x3))",37,34,0.91891891891891897
3120,5,"A(N(x1),X(A(X(x2,x3),x0),x3))",29,25,0.86206896551724133
3121,5,"N(O(X(O(A(x2,x3),x0),x2),x1))",31,25,0.80645161290322576
3122,5,"A(N(x1),O(A(x0,x2),X(x0,x3)))",29,24,0.82758620689655171
3123,5,"N(O(A(X(x0,x2),X(x2,x3)),x1))",29,23,0.7931034482758621
3130,5,"A(N(x1),O(A(N(x0),x3),x2))",25,22,0.88
3133,5,"A(N(x1),O(N(A(x0,x3)),x2))",22,19,0.86363636363636365
3134,5,"A(O(N(x0),x2),X(O(x2,x3),x1))",32,28,0.875
3136,5,"X(O(A(x0,x1),O(X(x0,x3),x2)),x1)",35,31,0.88571428571428568
3138,5,"A(O(X(x0,x3),x2),X(O(x2,x3),x1))",36,33,0.91666666666666663
3139,5,"X(O(A(x1,x3),O(N(x0),x2)),x1)",30,30,1
313b,5,"X(O(N(A(X(x1,x3),x0)),x2),x1)",29,29,1
313c,5,"X(O(A(O(N(x0),x1),x3),x2),x1)",32,32,1
313e,5,"X(A(x1,x2),O(X(O(x0,x1),x3),x2))",37,36,0.97297297297297303
3144,5,"A(O(A(x2,x3),N(x0)),X(x1,x3))",32,30,0.9375
3146,5,"X(O(A(X(x2,x3),x0),x1),O(x0,x3))",37,34,0.91891891891891897
314c,5,"A(N(A(X(x2,x3),x0)),X(x1,x3))",31,30,0.967741935483871
315f,5,"N(O(A(X(x2,x3),x0),A(x1,x3)))",33,32,0.96969696969696972
3162,5,"A(O(X(x0,x3),x2),X(O(x0,x3),x1))",40,37,0.92500000000000004
3164,5,"A(O(N(x0),x2),X(O(x0,x3),x1))",33,32,0.96969696969696972
3166,5,"X(O(A(O(x1,x2),x0),X(x0,x3)),x1)",37,36,0.97297297297297303
3180,5,"A(X(A(X(x2,x3),x0),x3),X(x1,x3))",36,35,0.97222222222222221
3188,5,"A(O(A(x0,x2),X(x0,x3)),X(x1,x3))",36,35,0.97222222222222221
318c,5,"A(O(X(x0,x3),X(x1,x2)),X(x1,x3))",35,34,0.97142857142857142
3199,5,"X(O(A(O(x1,x2),x3),N(x0)),x1)",32,31,0.96875
319b,5,"N(X(A(X(O(x1,x2),x3),x0),x1))",32,31,0.96875
31a0,5,"X(O(A(X(x2,x3),x0),A(x1,x3)),x3)",40,39,0.97499999999999998
31c0,5,"A(O(A(N(x0),x3),x2),X(x1,x3))",32,30,0.9375
31cc,5,"A(O(N(A(x0,x3)),x2),X(x1,x3))",28,27,0.9642857142857143
31cd,5,"X(O(N(O(X(x0,x3),x2)),x1),x3)",31,28,0.90322580645161288
31d1,5,"O(A(X(x1,x3),x2),N(O(x0,x1)))",33,31,0.93939393939393945
31dc,5,"X(O(A(X(x0,x2),X(x2,x3)),x1),x3)",36,30,0.83333333333333337
31de,5,"X(O(X(O(A(x2,x3),x0),x2),x1),x3)",38,32,0.84210526315789469
31ee,5,"O(A(X(x1,x3),x2),X(O(x0,x1),x3))",35,30,0.8571428571428571
31f5,5,"A(N(A(x1,x3)),O(N(x0),x2))",27,27,1
31fa,5,"A(N(A(x1,x3)),O(X(x0,x3),x2))",33,32,0.96969696969696972
31fc,5,"X(O(A(O(x0,x2),X(x2,x3)),x1),x3)",37,31,0.83783783783783783
31fd,5,"X(A(x1,x3),O(N(x0),O(x1,x2)))",28,27,0.9642857142857143
31fe,5,"O(A(N(x1),x2),X(O(x0,x1),x3))",32,28,0.875
31ff,5,"N(A(O(A(N(x2),x0),x1),x3))",25,24,0.95999999999999996
3202,5,"A(N(x1),X(A(X(x0,x3),x2),x0))",29,19,0.65517241379310343
3203,5,"N(O(X(O(A(x0,x3),x2),x3),x1))",31,26,0.83870967741935487
3205,5,"N(O(A(x1,x3),X(O(x0,x2),x3)))",33,30,0.90909090909090906
3208,5,"A(O(x0,x2),X(O(A(x1,x2),x3),x1))",41,37,0.90243902439024393
320c,5,"A(O(A(x0,x3),X(x1,x2)),X(x1,x3))",37,36,0.97297297297297303
320e,5,"X(O(X(O(x0,x2),x3),x1),O(x2,x3))",38,35,0.92105263157894735
3210,5,"A(N(x1),X(A(X(x2,x3),x0),x2))",29,24,0.82758620689655171
3211,5,"N(O(X(O(A(x2,x3),x0),x3),x1))",31,26,0.83870967741935487
3212,5,"A(N(x1),O(A(x0,x3),X(x0,x2)))",29,21,0.72413793103448276
3213,5,"N(O(A(X(x0,x3),X(x2,x3)),x1))",29,24,0.82758620689655171
3223,5,"A(N(x1),O(N(X(x2,x3)),x0))",24,20,0.83333333333333337
3226,5,"A(O(X(x1,x2),x0),X(O(x0,x3),x1))",37,33,0.89189189189189189
3228,5,"A(O(A(x2,x3),x0),X(O(x2,x3),x1))",37,33,0.89189189189189189
3231,5,"A(N(x1),O(N(X(x0,x3)),x2))",24,20,0.83333333333333337
3233,5,"A(N(x1),O(N(x3),O(x0,x2)))",22,18,0.81818181818181823
3234,5,"A(O(X(x0,x1),x2),X(O(x2,x3),x1))",37,33,0.89189189189189189
3237,5,"N(X(A(O(x0,x2),X(x1,x3)),x3))",33,32,0.96969696969696972
323a,5,"A(N(A(O(x2,x3),x1)),O(x0,x2))",33,30,0.90909090909090906
323d,5,"X(O(N(O(x0,x2)),x1),O(x2,x3))",32,30,0.9375
323e,5,"X(A(O(x2,x3),x1),O(O(x0,x1),x2))",35,34,0.97142857142857142
3240,5,"A(O(x0,x2),X(O(A(x0,x1),x3),x1))",41,37,0.90243902439024393
3244,5,"A(O(A(x2,x3),X(x0,x1)),X(x1,x3))",37,35,0.94594594594594594
3248,5,"A(O(A(x0,x3),X(x0,x2)),X(x1,x3))",37,36,0.97297297297297303
324c,5,"A(O(X(x0,x1),X(x0,x2)),X(x1,x3))",34,33,0.97058823529411764
3254,5,"X(O(X(O(x0,x2),x3),x1),O(x0,x3))",38,35,0.92105263157894735
3260,5,"A(O(A(x0,x3),x2),X(O(x0,x3),x1))",37,33,0.89189189189189189
3267,5,"X(O(N(O(x0,x2)),x1),O(x0,x3))",32,30,0.9375
3268,5,"A(O(x0,x2),X(O(A(x0,x2),x3),x1))",38,36,0.94736842105263153
3272,5,"A(N(A(O(x0,x3),x1)),O(x0,x2))",33,30,0.90909090909090906
3276,5,"X(A(O(x0,x3),x1),O(O(x0,x1),x2))",35,34,0.97142857142857142
3292,5,"A(O(x0,x2),X(O(X(x0,x2),x3),x1))",36,34,0.94444444444444442
3296,5,"X(O(A(O(x0,x1),x3),X(x0,x2)),x1)",38,37,0.97368421052631582
3298,5,"A(O(x0,x2),X(O(N(x0),x3),x1))",33,31,0.93939393939393945
329a,5,"X(O(A(x0,x3),X(O(x1,x2),x0)),x1)",40,37,0.92500000000000004
32aa,5,"A(N(A(x1,x3)),O(A(x2,x3),x0))",33,31,0.93939393939393945
32b8,5,"O(A(N(x1),x2),A(X(x1,x3),x0))",33,30,0.90909090909090906
32be,5,"A(N(A(x1,x3)),O(X(x1,x2),x0))",33,32,0.96969696969696972
32c2,5,"A(O(x0,x2),X(O(N(x2),x3),x1))",33,32,0.96969696969696972
32ce,5,"X(A(O(x1,x2),X(X(x0,x1),x3)),x0)",39,35,0.89743589743589747
32cf,5,"X(O(N(O(A(x0,x3),x2)),x1),x3)",32,28,0.875
32d2,5,"X(O(A(x2,x3),X(O(x0,x1),x2)),x1)",40,37,0.92500000000000004
32dc,5,"X(A(O(x0,x1),X(X(x1,x2),x3)),x2)",39,37,0.94871794871794868
32dd,5,"X(O(N(O(A(x2,x3),x0)),x1),x3)",32,28,0.875
32e2,5,"O(A(N(x1),x0),A(X(x1,x3),x2))",33,31,0.93939393939393945
32ec,5,"X(O(A(X(x0,x3),X(x2,x3)),x1),x3)",36,31,0.86111111111111116
32ee,5,"X(A(x1,x3),O(A(x2,x3),O(x0,x1)))",35,32,0.91428571428571426
32f0,5,"A(N(A(x1,x3)),O(A(x0,x3),x2))",33,32,0.96969696969696972
32f6,5,"A(N(A(x1,x3)),O(X(x0,x1),x2))",33,33,1
32fc,5,"X(A(x1,x3),O(A(x0,x3),O(x1,x2)))",35,32,0.91428571428571426
32ff,5,"N(A(O(N(O(x0,x2)),x1),x3))",25,23,0.92000000000000004
3301,5,"A(N(x1),O(N(O(x0,x2)),x3))",25,15,0.59999999999999998
3302,5,"A(N(x1),O(A(N(x2),x0),x3))",25,16,0.64000000000000001
3305,5,"X(A(x1,x3),O(N(O(x0,x2)),x3))",31,28,0.90322580645161288
3306,5,"A(O(N(x2),x3),X(O(x0,x3),x1))",32,26,0.8125
3308,5,"A(O(A(N(x2),x0),x3),X(x1,x3))",31,30,0.967741935483871
330a,5,"X(A(x1,x3),O(A(N(x2),x0),x3))",31,29,0.93548387096774188
3310,5,"A(N(x1),O(A(N(x0),x2),x3))",25,15,0.59999999999999998
3313,5,"A(N(x1),O(N(A(x0,x2)),x3))",22,11,0.5
3314,5,"A(O(N(x0),x3),X(O(x2,x3),x1))",32,29,0.90625
3316,5,"X(O(A(x0,x1),O(X(x0,x2),x3)),x1)",35,28,0.80000000000000004
3318,5,"A(O(X(x0,x2),x3),X(O(x2,x3),x1))",36,32,0.88888888888888884
3319,5,"X(O(A(x1,x2),O(N(x0),x3)),x1)",30,27,0.90000000000000002
331b,5,"X(O(N(A(X(x1,x2),x0)),x3),x1)",29,26,0.89655172413793105
331c,5,"X(O(A(O(N(x0),x1),x2),x3),x1)",32,29,0.90625
331e,5,"X(A(x1,x3),O(X(O(x0,x1),x2),x3))",37,32,0.86486486486486491
3321,5,"A(N(x1),O(N(X(x0,x2)),x3))",24,15,0.625
3323,5,"A(N(x1),O(N(x2),O(x0,x3)))",22,11,0.5
3324,5,"A(O(X(x0,x1),x3),X(O(x2,x3),x1))",37,33,0.89189189189189189
3327,5,"N(X(A(O(x0,x3),X(x1,x2)),x2))",33,29,0.87878787878787878
332a,5,"A(N(A(O(x2,x3),x1)),O(x0,x3))",33,31,0.93939393939393945
332d,5,"X(O(N(O(x0,x3)),x1),O(x2,x3))",32,28,0.875
332e,5,"X(A(O(x2,x3),x1),O(O(x0,x1),x3))",35,30,0.8571428571428571
3331,5,"A(N(x1),O(N(x0),O(x2,x3)))",22,16,0.72727272727272729
3335,5,"N(X(A(O(x2,x3),X(x0,x1)),x0))",33,30,0.90909090909090906
3338,5,"A(O(N(x1),x0),X(O(x2,x3),x1))",32,30,0.9375
333b,5,"N(A(O(N(x0),O(x2,x3)),x1))",22,21,0.95454545454545459
333d,5,"O(N(O(x0,x1)),X(O(x2,x3),x1))",32,29,0.90625
333e,5,"O(A(N(x1),x0),X(O(x2,x3),x1))",32,29,0.90625
3340,5,"A(O(A(N(x0),x2),x3),X(x1,x3))",31,29,0.93548387096774188
3342,5,"A(O(X(x0,x2),x3),X(O(x0,x3),x1))",36,32,0.88888888888888884
3343,5,"X(O(A(x0,x1),O(N(x2),x3)),x1)",30,24,0.80000000000000004
3346,5,"X(O(A(O(N(x2),x1),x0),x3),x1)",32,29,0.90625
334b,5,"X(O(N(X(A(x0,x1),x2)),x3),x1)",32,31,0.96875
334e,5,"X(O(A(N(X(x1,x2)),x0),x3),x1)",31,30,0.967741935483871
3350,5,"X(A(x1,x3),O(A(N(x0),x2),x3))",31,28,0.90322580645161288
3353,5,"X(O(N(A(X(x0,x1),x2)),x3),x1)",29,24,0.82758620689655171
3356,5,"X(A(x1,x3),O(X(O(x1,x2),x0),x3))",37,32,0.86486486486486491
3359,5,"X(O(N(X(A(x1,x2),x0)),x3),x1)",32,31,0.96875
335c,5,"X(O(A(N(X(x0,x1)),x2),x3),x1)",31,30,0.967741935483871
335f,5,"X(A(x1,x3),O(N(A(x0,x2)),x3))",28,28,1
3362,5,"A(O(N(x1),x2),X(O(x0,x3),x1))",32,29,0.90625
3365,5,"X(O(N(O(x2,x3)),x1),O(x0,x3))",32,27,0.84375
3367,5,"O(N(O(x1,x2)),X(O(x0,x3),x1))",32,28,0.875
336e,5,"X(O(A(O(N(x1),x2),x0),x3),x1)",32,30,0.9375
336f,5,"O(N(O(x2,x3)),X(O(x0,x3),x1))",32,31,0.96875
3370,5,"A(N(A(O(x0,x3),x1)),O(x2,x3))",33,30,0.90909090909090906
3373,5,"N(A(O(N(x2),O(x0,x3)),x1))",22,20,0.90909090909090906
3374,5,"X(A(O(x0,x3),x1),O(O(x1,x2),x3))",35,30,0.8571428571428571
3376,5,"O(A(N(x1),x2),X(O(x0,x3),x1))",32,27,0.84375
337b,5,"N(A(O(N(X(x0,x2)),x3),x1))",24,24,1
337c,5,"X(O(A(O(N(x1),x0),x2),x3),x1)",32,30,0.9375
337d,5,"O(N(O(x0,x3)),X(O(x2,x3),x1))",32,31,0.96875
337e,5,"O(X(O(x0,x3),x1),X(O(x2,x3),x1))",36,34,0.94444444444444442
3382,5,"A(O(x0,x3),X(O(N(x2),x3),x1))",32,32,1
3386,5,"X(O(A(O(x0,x1),X(x0,x2)),x3),x1)",37,34,0.91891891891891897
3387,5,"X(A(O(x0,x3),x1),O(N(x2),x3))",32,32,1
338a,5,"X(O(X(O(A(x0,x2),x1),x0),x3),x1)",38,29,0.76315789473684215
338c,5,"A(O(N(A(x1,x2)),x0),X(x1,x3))",28,25,0.8928571428571429
338d,5,"X(O(N(O(X(x1,x2),x0)),x3),x1)",31,28,0.90322580645161288
338e,5,"X(O(A(X(x0,x1),X(x0,x2)),x3),x1)",36,31,0.86111111111111116
3390,5,"A(O(x2,x3),X(O(N(x0),x3),x1))",32,31,0.96875
3394,5,"X(O(A(O(x1,x2),X(x0,x2)),x3),x1)",37,34,0.91891891891891897
3395,5,"X(A(O(x2,x3),x1),O(N(x0),x3))",32,32,1
3398,5,"X(O(A(N(x0),O(x1,x2)),x3),x1)",32,26,0.8125
339b,5,"X(O(N(A(O(x1,x2),x0)),x3),x1)",30,27,0.90000000000000002
339e,5,"X(O(X(O(A(x0,x1),x2),x0),x3),x1)",38,33,0.86842105263157898
33a3,5,"X(O(N(x2),O(X(x0,x1),x3)),x1)",28,26,0.9285714285714286
33a5,5,"X(A(x1,x3),O(N(X(x0,x2)),x3))",30,30,1
33a8,5,"X(A(x1,x3),O(A(O(x1,x2),x0),x3))",37,34,0.91891891891891897
33a9,5,"X(O(X(O(N(x2),x1),x0),x3),x1)",32,28,0.875
33ae,5,"X(O(A(O(x0,x2),X(x0,x1)),x3),x1)",37,32,0.86486486486486491
33af,5,"X(A(x1,x3),O(N(x2),O(x0,x3)))",28,25,0.8928571428571429
33b1,5,"X(O(N(x0),O(X(x1,x2),x3)),x1)",28,27,0.9642857142857143
33b2,5,"X(O(O(X(x0,x1),X(x0,x2)),x3),x1)",32,28,0.875
33b3,5,"N(A(O(N(A(x0,x2)),x3),x1))",22,22,1
33b8,5,"X(A(O(X(x0,x2),x3),x1),O(x2,x3))",37,37,1
33bc,5,"O(A(X(x1,x3),x0),X(O(x2,x3),x1))",35,32,0.91428571428571426
33be,5,"O(A(N(x3),x0),X(O(x2,x3),x1))",32,30,0.9375
33bf,5,"N(A(O(A(N(x0),x2),x3),x1))",25,23,0.92000000000000004
33c2,5,"X(O(A(N(x2),O(x0,x1)),x3),x1)",32,26,0.8125
33c4,5,"A(O(N(A(x0,x1)),x2),X(x1,x3))",28,27,0.9642857142857143
33c5,5,"X(O(N(O(X(x0,x1),x2)),x3),x1)",31,28,0.90322580645161288
33ca,5,"X(A(O(x2,x3),X(X(x0,x1),x3)),x0)",39,37,0.94871794871794868
33cb,5,"X(O(N(O(A(x0,x1),x2)),x3),x1)",32,27,0.84375
33cd,5,"O(N(O(O(x0,x1),x2)),X(x1,x3))",28,23,0.8214285714285714
33ce,5,"O(A(N(O(x1,x2)),x0),X(x1,x3))",28,23,0.8214285714285714
33d0,5,"X(O(X(O(A(x0,x2),x1),x2),x3),x1)",38,29,0.76315789473684215
33d3,5,"X(O(N(A(O(x0,x1),x2)),x3),x1)",30,27,0.90000000000000002
33d4,5,"X(O(A(X(x0,x2),X(x1,x2)),x3),x1)",36,31,0.86111111111111116
33d6,5,"X(O(X(O(A(x1,x2),x0),x2),x3),x1)",38,33,0.86842105263157898
33d8,5,"X(A(O(x0,x3),X(X(x1,x2),x3)),x2)",39,37,0.94871794871794868
33d9,5,"X(O(N(O(A(x1,x2),x0)),x3),x1)",32,27,0.84375
33dc,5,"O(A(N(O(x0,x1)),x2),X(x1,x3))",28,19,0.6785714285714286
33de,5,"O(A(N(x1),X(x0,x2)),X(x1,x3))",30,21,0.69999999999999996
33df,5,"O(N(O(A(x0,x2),x1)),X(x1,x3))",31,21,0.67741935483870963
33e0,5,"X(A(x1,x3),O(A(O(x0,x1),x2),x3))",37,34,0.91891891891891897
33e1,5,"X(O(X(O(N(x0),x1),x2),x3),x1)",32,28,0.875
33e2,5,"X(A(O(X(x0,x2),x3),x1),O(x0,x3))",37,37,1
33e6,5,"O(A(X(x1,x3),x2),X(O(x0,x3),x1))",35,31,0.88571428571428568
33e8,5,"X(O(A(X(x0,x1),X(x1,x2)),x3),x1)",36,31,0.86111111111111116
33ea,5,"X(A(x1,x3),O(A(x1,x2),O(x0,x3)))",35,30,0.8571428571428571
33ec,5,"O(A(A(N(x1),x0),x2),X(x1,x3))",28,22,0.7857142857142857
33ed,5,"O(N(O(X(x0,x2),x1)),X(x1,x3))",30,21,0.69999999999999996
33f4,5,"X(O(A(O(x0,x2),X(x1,x2)),x3),x1)",37,32,0.86486486486486491
33f5,5,"X(A(x1,x3),O(N(x0),O(x2,x3)))",28,26,0.9285714285714286
33f6,5,"O(A(N(x3),x2),X(O(x0,x3),x1))",32,30,0.9375
33f7,5,"N(A(O(A(N(x2),x0),x3),x1))",25,24,0.95999999999999996
33f8,5,"X(A(x1,x3),O(A(x0,x1),O(x2,x3)))",35,29,0.82857142857142863
33fb,5,"N(A(O(N(O(x0,x2)),x3),x1))",25,24,0.95999999999999996
33fe,5,"O(A(N(x1),O(x0,x2)),X(x1,x3))",31,21,0.67741935483870963
3404,5,"A(O(A(x2,x3),x1),X(O(x0,x2),x1))",36,32,0.88888888888888884
3407,5,"X(O(A(x0,x1),x2),O(N(x3),x1))",32,31,0.96875
340c,5,"A(X(A(O(x0,x2),x3),x1),X(x1,x2))",37,34,0.91891891891891897
3414,5,"A(O(A(x2,x3),N(x0)),X(x1,x2))",32,28,0.875
3416,5,"X(O(A(X(x2,x3),x0),x1),O(x0,x2))",37,34,0.91891891891891897
341c,5,"A(N(A(X(x2,x3),x0)),X(x1,x2))",31,29,0.93548387096774188
3420,5,"A(O(x0,x3),X(O(A(x0,x1),x2),x1))",41,33,0.80487804878048785
3424,5,"A(O(A(x2,x3),X(x0,x1)),X(x1,x2))",37,32,0.86486486486486491
3428,5,"A(O(A(x0,x2),X(x0,x3)),X(x1,x2))",37,33,0.89189189189189189
342c,5,"A(O(X(x0,x1),X(x0,x3)),X(x1,x2))",34,30,0.88235294117647056
3430,5,"A(O(A(N(x0),x3),x2),X(x1,x2))",31,28,0.90322580645161288
3432,5,"A(O(X(x0,x3),x2),X(O(x0,x2),x1))",36,32,0.88888888888888884
3433,5,"X(O(A(x0,x1),O(N(x3),x2)),x1)",30,27,0.90000000000000002
3436,5,"X(O(A(O(N(x3),x1),x0),x2),x1)",32,31,0.96875
343b,5,"X(O(N(X(A(x0,x1),x3)),x2),x1)",32,32,1
343e,5,"X(O(A(N(X(x1,x3)),x0),x2),x1)",31,31,1
3443,5,"N(O(A(x0,x1),X(X(x1,x2),x3)))",32,31,0.96875
3464,5,"A(O(x1,x2),X(O(A(x2,x3),x0),x1))",40,37,0.92500000000000004
3470,5,"A(N(A(x0,x1)),X(A(x1,x3),x2))",32,30,0.9375
3474,5,"X(A(O(A(x2,x3),x0),x1),O(x1,x2))",37,35,0.94594594594594594
3478,5,"X(A(O(A(x0,x2),X(x0,x3)),x1),x2)",36,36,1
3480,5,"A(X(A(x0,x1),x3),X(A(x1,x3),x2))",38,36,0.94736842105263153
3484,5,"X(O(A(X(x0,x2),x1),A(x2,x3)),x1)",40,39,0.97499999999999998
3488,5,"A(X(A(x0,x1),x3),X(A(x2,x3),x1))",41,38,0.92682926829268297
34b4,5,"X(A(O(A(x2,x3),N(x0)),x1),x2)",32,31,0.96875
34bc,5,"X(A(A(X(x2,x3),x0),x1),X(x1,x2))",34,34,1
34c4,5,"A(O(N(x0),x2),X(A(x2,x3),x1))",33,32,0.96969696969696972
34c8,5,"A(O(X(x0,x3),x2),X(A(x2,x3),x1))",38,37,0.97368421052631582
34cb,5,"N(X(O(A(x0,x1),x2),X(x1,x3)))",32,32,1
34e4,5,"X(O(A(X(x1,x2),x0),A(x2,x3)),x1)",40,39,0.97499999999999998
34f0,5,"A(O(N(x0),x2),X(A(x1,x3),x2))",32,32,1
34fc,5,"X(A(A(O(x0,x2),x1),x3),O(x1,x2))",35,33,0.94285714285714284
34ff,5,"O(N(x3),X(O(A(x0,x1),x2),x1))",31,29,0.93548387096774188
3500,5,"A(N(X(A(X(x0,x1),x2),x0)),x3)",29,24,0.82758620689655171
3505,5,"X(O(N(A(x2,x3)),x1),O(x0,x2))",28,23,0.8214285714285714
3507,5,"N(A(O(X(x2,x3),x1),O(x0,x2)))",33,27,0.81818181818181823
350a,5,"X(A(X(A(x1,x3),x0),x2),X(x0,x3))",38,36,0.94736842105263153
350c,5,"X(O(A(x0,x3),x2),O(X(x2,x3),x1))",38,33,0.86842105263157898
351f,5,"N(O(A(X(x2,x3),x0),A(x1,x2)))",33,30,0.90909090909090906
3524,5,"X(O(X(O(x0,x3),x2),x1),O(x0,x2))",38,29,0.76315789473684215
3530,5,"X(A(x1,x2),O(A(N(x0),x3),x2))",31,28,0.90322580645161288
3533,5,"X(O(N(A(X(x0,x1),x3)),x2),x1)",29,27,0.93103448275862066
3536,5,"X(A(x1,x2),O(X(O(x1,x3),x0),x2))",37,34,0.91891891891891897
3539,5,"X(O(N(X(A(x1,x3),x0)),x2),x1)",32,32,1
353c,5,"X(O(A(N(X(x0,x1)),x3),x2),x1)",31,31,1
353f,5,"X(A(x1,x2),O(N(A(x0,x3)),x2))",28,27,0.9642857142857143
3553,5,"N(X(A(X(x0,x1),X(x2,x3)),x1))",32,31,0.96875
3555,5,"N(X(A(A(X(x0,x1),x2),x3),x0))",29,24,0.82758620689655171
3556,5,"X(O(A(x2,x3),x0),O(X(x2,x3),x1))",38,32,0.84210526315789469
355c,5,"X(O(X(X(x0,x1),x2),X(x2,x3)),x0)",35,31,0.88571428571428568
3560,5,"X(A(N(x0),x3),A(X(x0,x1),x2))",31,29,0.93548387096774188
3565,5,"X(O(A(x2,x3),x0),O(N(x2),x1))",32,30,0.9375
356a,5,"X(A(X(A(x0,x3),x1),x2),X(x0,x3))",38,35,0.92105263157894735
3595,5,"N(X(A(X(A(x0,x3),x1),x2),x0))",31,28,0.90322580645161288
359f,5,"N(X(A(X(x0,x1),x2),A(x0,x3)))",31,29,0.93548387096774188
35aa,5,"X(A(A(X(x0,x1),x2),x3),X(x0,x3))",34,29,0.8529411764705882
35ac,5,"X(A(X(x0,x1),X(x2,x3)),X(x1,x3))",37,36,0.97297297297297303
35c0,5,"A(O(N(x0),x2),X(A(x1,x2),x3))",33,32,0.96969696969696972
35c5,5,"N(X(A(X(x1,x3),x2),O(x0,x2)))",30,29,0.96666666666666667
35cc,5,"X(A(O(N(X(x0,x1)),x2),x3),x1)",31,30,0.967741935483871
35cf,5,"X(A(O(x0,x2),x3),O(N(x2),x1))",32,30,0.9375
35e0,5,"X(O(A(X(x2,x3),x0),A(x1,x2)),x3)",40,37,0.92500000000000004
35f5,5,"N(X(A(X(A(x1,x3),x0),x2),x0))",32,30,0.9375
35f6,5,"X(A(x1,x3),O(X(X(x0,x1),x3),x2))",36,36,1
35f8,5,"X(A(O(X(x2,x3),x1),O(x0,x2)),x3)",40,34,0.84999999999999998
35f9,5,"X(A(x1,x3),O(N(X(x0,x1)),x2))",31,31,1
35fa,5,"O(A(N(x1),x2),X(O(x0,x2),x3))",33,30,0.90909090909090906
35fc,5,"X(A(O(x0,x2),x3),O(X(x2,x3),x1))",38,32,0.84210526315789469
35ff,5,"N(A(X(A(X(x0,x1),x2),x0),x3))",29,25,0.86206896551724133
3606,5,"A(O(N(x2),x3),X(O(x0,x2),x1))",33,23,0.69696969696969702
360a,5,"X(A(N(x2),x0),A(X(x1,x2),x3))",31,31,1
360c,5,"A(O(x1,x3),X(O(A(x0,x3),x2),x1))",40,37,0.92500000000000004
360f,5,"X(O(A(x0,x3),x2),O(N(x3),x1))",32,31,0.96875
3612,5,"A(O(X(x0,x2),x3),X(O(x0,x2),x1))",40,28,0.69999999999999996
3614,5,"A(O(N(x0),x3),X(O(x0,x2),x1))",33,28,0.84848484848484851
3616,5,"X(O(A(O(x1,x3),x0),X(x0,x2)),x1)",37,33,0.89189189189189189
3620,5,"A(O(A(x0,x2),x3),X(O(x0,x2),x1))",37,26,0.70270270270270274
3627,5,"X(O(N(O(x0,x3)),x1),O(x0,x2))",32,28,0.875
3628,5,"A(O(x0,x3),X(O(A(x0,x3),x2),x1))",38,35,0.92105263157894735
3632,5,"A(O(N(x1),x3),X(O(x0,x2),x1))",32,26,0.8125
3635,5,"X(O(N(O(x2,x3)),x1),O(x0,x2))",32,27,0.84375
3637,5,"O(N(O(x1,x3)),X(O(x0,x2),x1))",32,30,0.9375
