truth_table_hex,distance,canonical_expression,neighbour_count,failing_neighbour_count,rigidity
bed8,5,"X(A(X(x0,x1),X(x0,x3)),O(x0,x2))",37,36,0.97297297297297303
bedd,5,"O(N(X(x0,x3)),X(A(x2,x3),x1))",32,29,0.90625
bede,5,"O(X(A(x2,x3),x1),X(X(x0,x1),x2))",37,33,0.89189189189189189
bee0,5,"A(O(X(A(x2,x3),x1),x0),O(x2,x3))",39,37,0.94871794871794868
bee4,5,"X(A(X(x0,x2),X(x0,x3)),O(x0,x1))",37,37,1
beea,5,"O(A(O(x1,x2),X(A(x1,x2),x3)),x0)",35,32,0.91428571428571426
beec,5,"O(A(O(x2,x3),x0),X(A(x2,x3),x1))",37,32,0.86486486486486491
bef5,5,"O(N(X(x0,x3)),X(A(x1,x3),x2))",32,31,0.96875
bef6,5,"O(X(A(x1,x3),x2),X(X(x0,x1),x2))",37,35,0.94594594594594594
bef8,5,"O(A(O(x1,x3),x0),X(A(x1,x3),x2))",37,35,0.94594594594594594
befc,5,"O(X(A(X(x0,x1),x3),x1),X(x1,x2))",34,30,0.88235294117647056
befe,5,"O(A(N(x3),x1),O(X(x1,x2),x0))",28,24,0.8571428571428571
bf04,5,"X(A(N(O(X(x2,x3),x0)),x1),x3)",27,22,0.81481481481481477
bf08,5,"X(A(A(X(x0,x2),X(x0,x3)),x1),x3)",34,31,0.91176470588235292
bf0c,5,"O(A(x0,x3),X(A(x1,x2),O(x1,x3)))",37,34,0.91891891891891897
bf0f,5,"O(A(O(N(x1),x0),x3),N(x2))",25,21,0.83999999999999997
bf10,5,"X(A(N(O(X(x1,x3),x0)),x2),x3)",27,22,0.81481481481481477
bf15,5,"N(X(A(x0,x3),O(A(x1,x2),x0)))",31,30,0.967741935483871
bf1f,5,"N(A(X(A(x0,x3),O(x0,x1)),x2))",29,23,0.7931034482758621
bf20,5,"X(A(A(X(x0,x1),X(x0,x3)),x2),x3)",34,25,0.73529411764705888
bf2a,5,"X(A(A(X(x0,x3),x1),x2),O(x0,x3))",34,32,0.94117647058823528
bf30,5,"O(A(x0,x3),X(A(x1,x2),O(x2,x3)))",37,34,0.91891891891891897
bf33,5,"O(A(O(N(x2),x0),x3),N(x1))",25,23,0.92000000000000004
bf37,5,"N(A(X(A(x0,x3),O(x0,x2)),x1))",29,28,0.96551724137931039
bf3c,5,"O(A(O(N(x1),x0),x3),X(x1,x2))",31,29,0.93548387096774188
bf48,5,"O(A(x0,x3),X(A(X(x0,x2),x1),x3))",36,34,0.94444444444444442
bf4c,5,"X(A(A(X(x0,x3),x1),x2),O(x1,x3))",34,31,0.91176470588235292
bf4f,5,"N(A(X(O(N(x1),x0),x3),x2))",25,23,0.92000000000000004
bf55,5,"N(A(O(A(x1,x2),x0),X(x0,x3)))",31,28,0.90322580645161288
bf5e,5,"O(X(O(x0,x1),x2),X(X(x0,x2),x3))",36,29,0.80555555555555558
bf5f,5,"N(A(A(O(x0,x1),X(x0,x3)),x2))",29,23,0.7931034482758621
bf60,5,"O(A(x0,x3),X(A(X(x0,x1),x2),x3))",36,32,0.88888888888888884
bf6a,5,"O(A(x0,x3),X(A(x1,x2),O(x0,x3)))",34,32,0.94117647058823528
bf70,5,"X(A(A(X(x0,x3),x1),x2),O(x2,x3))",34,32,0.94117647058823528
bf73,5,"N(A(X(O(N(x2),x0),x3),x1))",25,23,0.92000000000000004
bf76,5,"O(X(O(x0,x2),x1),X(X(x0,x1),x3))",36,33,0.91666666666666663
bf77,5,"N(A(A(O(x0,x2),X(x0,x3)),x1))",29,26,0.89655172413793105
bf7c,5,"O(X(A(N(x0),x1),x3),X(x1,x2))",30,28,0.93333333333333335
bf88,5,"O(A(N(A(x1,x2)),x3),A(x0,x1))",33,26,0.78787878787878785
bf8c,5,"A(O(N(A(x1,x2)),x0),O(x1,x3))",30,27,0.90000000000000002
bf8f,5,"O(N(x2),X(A(X(x0,x3),x1),x3))",29,26,0.89655172413793105
bf95,5,"N(X(O(A(x0,x3),A(x1,x2)),x0))",34,33,0.97058823529411764
bf9f,5,"N(A(X(O(A(x0,x3),x1),x0),x2))",30,21,0.69999999999999996
bfa0,5,"O(A(N(A(x1,x2)),x3),A(x0,x2))",33,29,0.87878787878787878
bfac,5,"O(A(x0,x2),X(A(x1,x2),O(x1,x3)))",38,33,0.86842105263157898
bfaf,5,"O(A(N(x1),x3),O(N(x2),x0))",23,16,0.69565217391304346
bfb0,5,"A(O(N(A(x1,x2)),x0),O(x2,x3))",30,29,0.96666666666666667
bfb3,5,"O(N(x1),X(A(X(x0,x3),x2),x3))",29,27,0.93103448275862066
bfb7,5,"N(A(X(O(A(x0,x3),x2),x0),x1))",30,29,0.96666666666666667
bfb8,5,"O(A(x0,x1),X(A(x1,x2),O(x2,x3)))",38,33,0.86842105263157898
bfbb,5,"O(A(N(x2),x3),O(N(x1),x0))",23,17,0.73913043478260865
bfbc,5,"O(X(A(X(x0,x3),x1),x3),X(x1,x2))",34,31,0.91176470588235292
bfbe,5,"O(A(N(x1),x3),O(X(x1,x2),x0))",29,25,0.86206896551724133
bfcc,5,"O(A(O(N(x2),x0),x1),X(x1,x3))",30,26,0.8666666666666667
bfcf,5,"O(A(x0,x1),O(N(x2),X(x1,x3)))",28,20,0.7142857142857143
bfd5,5,"N(A(X(A(x1,x2),x0),X(x0,x3)))",33,31,0.93939393939393945
bfd6,5,"O(X(A(x1,x2),x3),X(X(x0,x1),x2))",37,30,0.81081081081081086
bfd9,5,"O(N(X(x0,x1)),X(A(x1,x2),x3))",32,27,0.84375
bfda,5,"O(X(A(x1,x2),x3),X(X(x0,x2),x3))",37,31,0.83783783783783783
bfdc,5,"O(X(A(N(x0),x2),x1),X(x1,x3))",30,25,0.83333333333333337
bfdf,5,"N(A(A(X(x0,x1),X(x0,x3)),x2))",27,19,0.70370370370370372
bfe5,5,"O(N(X(x0,x2)),X(A(x1,x2),x3))",32,27,0.84375
bfe6,5,"O(X(A(x1,x2),x3),X(X(x0,x1),x3))",37,30,0.81081081081081086
bfe8,5,"O(A(O(x1,x2),x0),X(A(x1,x2),x3))",37,29,0.78378378378378377
bfec,5,"O(X(A(X(x0,x1),x2),x1),X(x1,x3))",34,27,0.79411764705882348
bfee,5,"O(A(N(x2),x1),O(X(x1,x3),x0))",28,21,0.75
bff0,5,"O(A(O(N(x1),x0),x2),X(x2,x3))",30,26,0.8666666666666667
bff3,5,"O(A(x0,x2),O(N(x1),X(x2,x3)))",28,25,0.8928571428571429
bff4,5,"O(X(A(N(x0),x1),x2),X(x2,x3))",30,25,0.83333333333333337
bff7,5,"N(A(A(X(x0,x2),X(x0,x3)),x1))",27,25,0.92592592592592593
bff8,5,"O(X(A(X(x0,x2),x1),x2),X(x2,x3))",34,30,0.88235294117647056
bffa,5,"O(A(N(x1),x2),O(X(x2,x3),x0))",28,17,0.6071428571428571
bffc,5,"O(A(x0,x1),O(X(x1,x2),X(x1,x3)))",32,25,0.78125
c008,5,"A(A(N(X(x2,x3)),O(x0,x2)),x1)",29,24,0.82758620689655171
c009,5,"N(O(X(O(x0,x2),x1),X(x2,x3)))",31,24,0.77419354838709675
c00f,5,"A(N(X(x2,x3)),O(N(x2),x1))",24,19,0.79166666666666663
c020,5,"A(A(N(X(x1,x3)),O(x0,x1)),x2)",29,22,0.75862068965517238
c021,5,"N(O(X(O(x0,x1),x2),X(x1,x3)))",31,26,0.83870967741935487
c02a,5,"A(N(X(A(x1,x2),x3)),O(x0,x3))",34,26,0.76470588235294112
c02c,5,"A(O(A(x0,x2),x1),X(X(x1,x2),x3))",36,32,0.88888888888888884
c02e,5,"A(N(X(A(x1,x2),x3)),O(x0,x1))",33,23,0.69696969696969702
c033,5,"A(N(X(x1,x3)),O(N(x1),x2))",24,21,0.875
c038,5,"A(O(A(x0,x1),x2),X(X(x1,x2),x3))",36,32,0.88888888888888884
c03a,5,"A(N(X(A(x1,x2),x3)),O(x0,x2))",33,26,0.78787878787878785
c044,5,"A(N(X(A(x2,x3),O(x0,x3))),x1)",29,27,0.93103448275862066
c04c,5,"A(N(A(O(x0,x3),X(x2,x3))),x1)",30,29,0.96666666666666667
c050,5,"A(N(X(A(x1,x3),O(x0,x3))),x2)",29,26,0.89655172413793105
c055,5,"N(X(A(A(x1,x2),x3),O(x0,x3)))",28,26,0.9285714285714286
c056,5,"X(O(X(x1,x2),X(x1,x3)),O(x0,x3))",35,34,0.97142857142857142
c059,5,"N(X(A(x1,x2),O(X(x0,x1),x3)))",31,29,0.93548387096774188
c065,5,"N(X(A(x1,x2),O(X(x0,x2),x3)))",31,30,0.967741935483871
c06f,5,"X(O(N(x2),X(O(x0,x3),x1)),x3)",32,30,0.9375
c070,5,"A(N(A(O(x0,x3),X(x1,x3))),x2)",30,26,0.8666666666666667
c07b,5,"X(O(N(x1),X(O(x0,x3),x2)),x3)",32,29,0.90625
c07e,5,"X(O(X(O(x0,x3),x1),X(x1,x2)),x3)",37,35,0.94594594594594594
c07f,5,"N(A(O(x0,x3),X(A(x1,x2),x3)))",32,30,0.9375
c081,5,"N(O(X(O(x0,x3),x1),X(x1,x2)))",30,28,0.93333333333333335
c08c,5,"A(N(X(O(A(x0,x2),x3),x2)),x1)",31,29,0.93548387096774188
c094,5,"A(O(x1,x2),X(O(x0,x3),X(x1,x2)))",39,35,0.89743589743589747
c09a,5,"X(A(N(x3),X(x0,x2)),A(x1,x2))",31,30,0.967741935483871
c09f,5,"N(X(A(x1,x2),O(A(x0,x2),x3)))",32,31,0.96875
c0a6,5,"X(A(N(x3),X(x0,x1)),A(x1,x2))",31,29,0.93548387096774188
c0ac,5,"X(A(X(A(x0,x2),x1),X(x2,x3)),x1)",39,38,0.97435897435897434
c0b0,5,"A(N(X(O(A(x0,x1),x3),x1)),x2)",31,27,0.87096774193548387
c0b7,5,"N(X(A(x1,x2),O(A(x0,x1),x3)))",32,30,0.9375
c0b8,5,"X(A(X(A(x0,x1),x2),X(x1,x3)),x2)",39,38,0.97435897435897434
c0c3,5,"A(N(X(x1,x2)),O(N(x3),x1))",25,23,0.92000000000000004
c0c5,5,"N(X(A(x1,x2),O(O(x0,x2),x3)))",28,24,0.8571428571428571
c0ca,5,"O(A(N(O(x2,x3)),x0),A(x1,x2))",30,25,0.83333333333333337
c0d1,5,"N(X(A(x1,x2),O(O(x0,x1),x3)))",28,22,0.7857142857142857
c0d4,5,"X(A(O(x0,x3),X(x1,x2)),O(x1,x2))",38,34,0.89473684210526316
c0d9,5,"O(A(x1,x2),N(O(X(x0,x1),x3)))",33,29,0.87878787878787878
c0da,5,"O(A(N(x3),X(x0,x2)),A(x1,x2))",33,27,0.81818181818181823
c0de,5,"X(O(X(O(x0,x1),x2),X(x1,x3)),x3)",38,33,0.86842105263157898
c0df,5,"O(A(x1,x2),N(O(A(x0,x2),x3)))",33,27,0.81818181818181823
c0e2,5,"O(A(N(O(x1,x3)),x0),A(x1,x2))",30,25,0.83333333333333337
c0e5,5,"O(A(x1,x2),N(O(X(x0,x2),x3)))",33,27,0.81818181818181823
c0e6,5,"O(A(N(x3),X(x0,x1)),A(x1,x2))",33,28,0.84848484848484851
c0ee,5,"A(O(A(x1,x2),N(x3)),O(x0,x1))",33,26,0.78787878787878785
c0f6,5,"X(O(X(O(x0,x2),x1),X(x2,x3)),x3)",38,31,0.81578947368421051
c0f7,5,"O(A(x1,x2),N(O(A(x0,x1),x3)))",33,27,0.81818181818181823
c0fa,5,"A(O(A(x1,x2),N(x3)),O(x0,x2))",33,28,0.84848484848484851
c11c,5,"A(O(N(x0),x1),X(X(x1,x2),x3))",32,31,0.96875
c12c,5,"A(O(X(x0,x3),x1),X(X(x1,x2),x3))",36,34,0.94444444444444442
c134,5,"A(O(N(x0),x2),X(X(x1,x2),x3))",32,31,0.96875
c138,5,"A(O(X(x0,x3),x2),X(X(x1,x2),x3))",36,34,0.94444444444444442
c13e,5,"X(A(x1,x2),X(O(O(x0,x1),x2),x3))",36,34,0.94444444444444442
c143,5,"N(O(A(X(x1,x3),x0),X(x1,x2)))",30,30,1
c1bc,5,"X(O(A(X(x1,x3),x0),X(x1,x2)),x3)",37,37,1
c1c1,5,"A(N(X(x1,x2)),O(N(x0),x1))",25,25,1
c1c2,5,"A(N(X(x1,x2)),O(X(x0,x3),x1))",30,29,0.96666666666666667
c1cb,5,"N(X(O(A(X(x1,x3),x0),x2),x1))",31,31,1
c1e3,5,"N(X(O(A(X(x2,x3),x0),x1),x2))",31,28,0.90322580645161288
c1fe,5,"O(A(x1,x2),X(O(O(x0,x1),x2),x3))",36,32,0.88888888888888884
c200,5,"A(A(N(X(x1,x2)),O(x0,x1)),x3)",29,28,0.96551724137931039
c201,5,"N(O(X(O(x0,x1),x3),X(x1,x2)))",31,31,1
c20a,5,"A(N(X(A(x1,x3),x2)),O(x0,x2))",34,32,0.94117647058823528
c20c,5,"A(O(A(x0,x3),x1),X(X(x1,x2),x3))",37,35,0.94594594594594594
c20e,5,"A(N(X(A(x1,x3),x2)),O(x0,x1))",33,31,0.93939393939393945
c21c,5,"A(O(X(x0,x2),x1),X(X(x1,x2),x3))",36,33,0.91666666666666663
c222,5,"A(N(X(A(x2,x3),x1)),O(x0,x1))",34,32,0.94117647058823528
c228,5,"A(O(A(x1,x2),x0),X(X(x1,x2),x3))",37,30,0.81081081081081086
c230,5,"A(O(A(x0,x3),x2),X(X(x1,x2),x3))",37,36,0.97297297297297303
c232,5,"A(N(X(A(x2,x3),x1)),O(x0,x2))",33,31,0.93939393939393945
c234,5,"A(O(X(x0,x1),x2),X(X(x1,x2),x3))",36,35,0.97222222222222221
c23c,5,"A(O(O(x0,x1),x2),X(X(x1,x2),x3))",33,31,0.93939393939393945
c23d,5,"X(O(N(O(x0,x1)),X(x1,x2)),x3)",32,31,0.96875
c268,5,"A(O(x0,x1),X(A(X(x1,x3),x0),x2))",39,37,0.94871794871794868
c26c,5,"X(A(O(A(x1,x3),x0),X(x2,x3)),x1)",39,39,1
c278,5,"X(A(O(A(x2,x3),x0),X(x1,x3)),x2)",39,37,0.94871794871794868
c27c,5,"X(A(O(X(x1,x2),x0),X(x1,x3)),x2)",37,36,0.97297297297297303
c282,5,"A(N(X(x1,x2)),O(A(x1,x3),x0))",31,30,0.967741935483871
c286,5,"A(O(x0,x1),X(O(x0,x3),X(x1,x2)))",39,37,0.94871794871794868
c292,5,"A(O(x0,x2),X(O(x0,x3),X(x1,x2)))",39,36,0.92307692307692313
c296,5,"X(O(A(O(x1,x2),x3),x0),X(x1,x2))",38,36,0.94736842105263153
c2c0,5,"A(N(X(x1,x2)),O(A(x0,x3),x1))",31,30,0.967741935483871
c2c6,5,"X(A(N(x2),O(A(x1,x3),x0)),x1)",32,31,0.96875
c2c8,5,"A(O(x0,x2),X(A(N(x2),x3),x1))",32,31,0.96875
c2cc,5,"A(O(x0,x1),X(A(N(x2),x3),x1))",32,31,0.96875
c2cd,5,"N(X(O(X(O(x0,x1),x3),x2),x1))",32,32,1
c2d2,5,"X(A(N(x1),O(A(x2,x3),x0)),x2)",32,27,0.84375
c2dc,5,"X(A(X(O(x0,x1),x2),X(x2,x3)),x1)",40,38,0.94999999999999996
c2e0,5,"A(O(x0,x1),X(A(N(x1),x3),x2))",32,29,0.90625
c2e8,5,"O(A(X(O(x1,x2),x3),x0),A(x1,x2))",39,37,0.94871794871794868
c2ee,5,"A(N(A(X(x1,x2),x3)),O(x0,x1))",33,32,0.96969696969696972
c2f0,5,"A(O(x0,x2),X(A(N(x1),x3),x2))",32,28,0.875
c2f1,5,"N(X(O(X(O(x0,x2),x3),x1),x2))",32,29,0.90625
c2f4,5,"X(A(X(O(x0,x2),x1),X(x1,x3)),x2)",40,37,0.92500000000000004
c2fa,5,"A(N(A(X(x1,x2),x3)),O(x0,x2))",33,32,0.96969696969696972
c2fe,5,"X(A(X(x1,x2),x3),O(O(x0,x1),x2))",34,33,0.97058823529411764
c303,5,"A(N(X(x1,x2)),O(N(x1),x3))",24,23,0.95833333333333337
c308,5,"A(O(A(x0,x1),x3),X(X(x1,x2),x3))",37,33,0.89189189189189189
c30a,5,"A(N(X(A(x1,x3),x2)),O(x0,x3))",33,31,0.93939393939393945
c314,5,"A(O(N(x0),x3),X(X(x1,x2),x3))",32,30,0.9375
c318,5,"A(O(X(x0,x2),x3),X(X(x1,x2),x3))",36,32,0.88888888888888884
c31e,5,"X(A(x1,x3),X(O(O(x0,x1),x3),x2))",36,31,0.86111111111111116
c320,5,"A(O(A(x0,x2),x3),X(X(x1,x2),x3))",37,34,0.91891891891891897
c322,5,"A(N(X(A(x2,x3),x1)),O(x0,x3))",33,29,0.87878787878787878
c324,5,"A(O(X(x0,x1),x3),X(X(x1,x2),x3))",36,33,0.91666666666666663
c32c,5,"A(O(O(x0,x1),x3),X(X(x1,x2),x3))",33,27,0.81818181818181823
c32d,5,"X(O(N(O(x0,x1)),X(x1,x3)),x2)",32,28,0.875
c336,5,"X(A(x2,x3),X(O(O(x0,x2),x3),x1))",36,32,0.88888888888888884
c338,5,"A(O(O(x0,x2),x3),X(X(x1,x2),x3))",33,29,0.87878787878787878
c339,5,"X(O(N(O(x0,x2)),X(x2,x3)),x1)",32,27,0.84375
c33f,5,"N(A(O(x1,x2),X(A(x1,x2),x3)))",31,29,0.93548387096774188
c341,5,"A(N(X(x1,x2)),O(N(x0),x3))",25,25,1
c342,5,"A(N(X(x1,x2)),O(X(x0,x1),x3))",30,29,0.96666666666666667
c344,5,"X(A(x2,x3),X(O(A(x0,x1),x3),x1))",39,37,0.94871794871794868
c347,5,"N(X(A(O(X(x0,x2),x3),x1),x2))",31,31,1
c34b,5,"N(X(A(O(N(x0),x3),x1),x2))",26,26,1
c34c,5,"X(A(O(A(x0,x1),x3),X(x2,x3)),x1)",38,37,0.97368421052631582
c350,5,"X(A(x1,x3),X(O(A(x0,x2),x3),x2))",39,39,1
c353,5,"N(X(A(O(X(x0,x1),x3),x2),x1))",31,29,0.93548387096774188
c355,5,"N(X(A(X(X(x0,x1),x2),x3),x0))",30,29,0.96666666666666667
c356,5,"X(O(X(A(x1,x2),x0),x3),X(x1,x2))",38,37,0.97368421052631582
c35c,5,"X(O(A(X(x0,x1),x2),x3),X(x1,x2))",37,33,0.89189189189189189
c35f,5,"N(A(O(x0,x3),X(A(x1,x3),x2)))",33,33,1
c363,5,"N(X(A(O(N(x0),x3),x2),x1))",26,25,0.96153846153846156
c36a,5,"X(O(X(O(x1,x2),x0),x3),X(x1,x2))",38,33,0.86842105263157898
c370,5,"X(A(O(A(x0,x2),x3),X(x1,x3)),x2)",38,37,0.97368421052631582
c374,5,"X(O(A(X(x0,x2),x1),x3),X(x1,x2))",37,36,0.97297297297297303
c377,5,"N(A(O(x0,x3),X(A(x2,x3),x1)))",33,33,1
c37d,5,"O(N(O(x0,x3)),X(X(x1,x2),x3))",31,30,0.967741935483871
c380,5,"A(N(X(x1,x2)),O(A(x0,x1),x3))",31,30,0.967741935483871
c384,5,"A(O(x1,x3),X(O(x0,x3),X(x1,x2)))",39,36,0.92307692307692313
c388,5,"A(O(x0,x3),X(A(N(x2),x3),x1))",33,33,1
c38f,5,"N(X(A(O(A(x0,x2),x3),x1),x2))",32,32,1
c390,5,"A(O(x2,x3),X(O(x0,x3),X(x1,x2)))",39,36,0.92307692307692313
c394,5,"X(O(A(O(x1,x2),x0),x3),X(x1,x2))",38,35,0.92105263157894735
c399,5,"N(X(A(X(x0,x2),x3),X(x0,x1)))",30,30,1
c39a,5,"X(A(O(x2,x3),X(x1,x2)),O(x0,x3))",38,36,0.94736842105263153
c3a0,5,"A(O(x0,x3),X(A(N(x1),x3),x2))",33,31,0.93939393939393945
c3a5,5,"N(X(A(X(x0,x1),x3),X(x0,x2)))",30,30,1
c3a6,5,"X(A(O(x1,x3),X(x1,x2)),O(x0,x3))",38,33,0.86842105263157898
c3ac,5,"X(A(O(X(x0,x1),x3),X(x2,x3)),x1)",37,36,0.97297297297297303
c3b3,5,"N(X(A(O(A(x0,x1),x3),x2),x1))",32,29,0.90625
c3b8,5,"X(A(O(X(x0,x2),x3),X(x1,x3)),x2)",37,37,1
c3bc,5,"O(A(A(x0,x1),x2),X(X(x1,x2),x3))",33,32,0.96969696969696972
c3be,5,"O(A(N(x3),x0),X(X(x1,x2),x3))",31,31,1
c3c2,5,"A(N(X(x1,x2)),O(O(x0,x1),x3))",28,25,0.8928571428571429
c3c4,5,"X(A(N(x2),O(A(x0,x1),x3)),x1)",32,28,0.875
c3c7,5,"N(A(O(O(x0,x2),x3),X(x1,x2)))",28,24,0.8571428571428571
c3c9,5,"N(X(O(A(N(x3),x0),x2),x1))",26,24,0.92307692307692313
c3ca,5,"X(A(N(x2),O(X(x0,x1),x3)),x1)",31,28,0.90322580645161288
c3d0,5,"X(A(N(x1),O(A(x0,x2),x3)),x2)",32,21,0.65625
c3d3,5,"N(A(O(O(x0,x1),x3),X(x1,x2)))",28,20,0.7142857142857143
c3d6,5,"O(A(x1,x2),X(O(x0,x3),O(x1,x2)))",38,33,0.86842105263157898
c3d8,5,"X(A(O(x0,x3),X(O(x2,x3),x1)),x2)",39,36,0.92307692307692313
c3db,5,"N(A(O(X(x0,x1),x3),X(x1,x2)))",31,28,0.90322580645161288
c3dc,5,"X(O(A(O(x0,x1),x2),x3),X(x1,x2))",38,35,0.92105263157894735
c3df,5,"N(A(O(A(x0,x2),x3),X(x1,x2)))",32,28,0.875
c3e1,5,"N(X(O(A(N(x3),x0),x1),x2))",26,22,0.84615384615384615
c3e2,5,"X(A(N(x1),O(X(x0,x2),x3)),x2)",31,21,0.67741935483870963
c3e4,5,"X(A(O(x0,x3),X(O(x1,x3),x2)),x1)",39,36,0.92307692307692313
c3e7,5,"N(A(O(X(x0,x2),x3),X(x1,x2)))",31,26,0.83870967741935487
c3eb,5,"N(A(O(N(x0),x3),X(x1,x2)))",27,25,0.92592592592592593
c3ee,5,"X(A(X(x1,x2),x3),O(O(x0,x1),x3))",34,29,0.8529411764705882
c3f4,5,"X(O(A(O(x0,x2),x1),x3),X(x1,x2))",38,34,0.89473684210526316
c3f7,5,"N(A(O(A(x0,x1),x3),X(x1,x2)))",32,27,0.84375
c3fa,5,"X(A(X(x1,x2),x3),O(O(x0,x2),x3))",34,31,0.91176470588235292
c404,5,"A(N(X(A(x2,x3),O(x0,x2))),x1)",29,29,1
c40c,5,"A(N(A(O(x0,x2),X(x2,x3))),x1)",30,30,1
c413,5,"N(O(A(X(x1,x2),x0),X(x1,x3)))",30,29,0.96666666666666667
c431,5,"A(N(X(x1,x3)),O(N(x0),x2))",25,24,0.95999999999999996
c432,5,"A(N(X(x1,x3)),O(X(x0,x1),x2))",30,28,0.93333333333333335
c434,5,"X(A(x2,x3),X(O(A(x0,x1),x2),x1))",39,38,0.97435897435897434
c437,5,"N(X(A(O(X(x0,x3),x2),x1),x3))",31,31,1
c43b,5,"N(X(A(O(N(x0),x2),x1),x3))",26,26,1
c43c,5,"X(A(O(A(x0,x1),x2),X(x2,x3)),x1)",38,38,1
c440,5,"A(X(A(X(x0,x2),X(x2,x3)),x3),x1)",33,32,0.96969696969696972
c448,5,"A(O(A(x2,x3),X(O(x2,x3),x0)),x1)",34,33,0.97058823529411764
c464,5,"X(A(X(A(x2,x3),O(x1,x2)),x0),x1)",36,35,0.97222222222222221
c46c,5,"A(O(x1,x2),X(A(X(x2,x3),x0),x1))",38,36,0.94736842105263153
c46e,5,"X(A(X(A(x1,x2),x3),x0),O(x0,x1))",36,35,0.97222222222222221
c484,5,"A(N(X(O(A(x2,x3),x0),x2)),x1)",31,30,0.967741935483871
c48c,5,"A(N(A(X(x0,x2),X(x2,x3))),x1)",29,28,0.96551724137931039
c4b3,5,"X(O(A(X(x2,x3),x0),N(x1)),x3)",31,31,1
c4b4,5,"X(O(A(x0,x1),A(x2,x3)),X(x1,x2))",40,38,0.94999999999999996
c4bc,5,"X(A(X(A(x0,x1),x2),X(x2,x3)),x1)",39,38,0.97435897435897434
c4cb,5,"N(X(O(X(A(x0,x1),x3),x2),x1))",32,32,1
c4ce,5,"X(A(N(O(X(x1,x3),x2)),x0),x1)",27,27,1
c4d1,5,"O(A(x1,x2),N(O(X(x1,x3),x0)))",33,30,0.90909090909090906
c4e2,5,"O(A(X(x0,x1),X(x0,x3)),A(x1,x2))",39,36,0.92307692307692313
c4e4,5,"X(A(X(O(A(x2,x3),x1),x2),x0),x1)",37,34,0.91891891891891897
c4e6,5,"O(A(x1,x2),X(O(A(x0,x3),x1),x0))",40,37,0.92500000000000004
c4ea,5,"A(O(A(x1,x2),X(x0,x3)),O(x0,x1))",39,36,0.92307692307692313
c4ec,5,"X(A(A(X(x1,x2),X(x2,x3)),x0),x1)",34,32,0.94117647058823528
c4ee,5,"O(A(x1,x2),X(A(x0,x3),O(x0,x1)))",37,34,0.91891891891891897
c4f0,5,"X(A(X(O(A(x0,x1),x2),x1),x3),x2)",37,33,0.89189189189189189
c4f5,5,"A(O(N(x0),x2),O(N(x3),x1))",27,26,0.96296296296296291
c4f6,5,"A(O(N(x3),x1),O(X(x0,x1),x2))",33,30,0.90909090909090906
c4f8,5,"X(A(X(A(x0,x1),x3),X(x1,x2)),x2)",38,36,0.94736842105263153
c4fa,5,"A(O(N(x3),x1),O(X(x0,x3),x2))",33,32,0.96969696969696972
c4fb,5,"O(A(x1,x2),X(O(N(x1),x0),x3))",32,31,0.96875
c4ff,5,"O(A(O(N(x0),x2),x1),N(x3))",25,24,0.95999999999999996
c500,5,"A(N(X(A(x1,x2),O(x0,x2))),x3)",29,26,0.89655172413793105
c505,5,"N(X(A(A(x1,x2),x3),O(x0,x2)))",28,26,0.9285714285714286
c506,5,"X(O(X(x1,x2),X(x1,x3)),O(x0,x2))",35,34,0.97142857142857142
c509,5,"N(X(A(x1,x3),O(X(x0,x1),x2)))",31,31,1
c530,5,"X(A(x1,x2),X(O(A(x0,x3),x2),x3))",39,38,0.97435897435897434
c533,5,"N(X(A(O(X(x0,x1),x2),x3),x1))",31,30,0.967741935483871
c535,5,"N(X(A(X(X(x0,x1),x3),x2),x0))",30,28,0.93333333333333335
c536,5,"X(O(X(A(x1,x3),x0),x2),X(x1,x3))",38,38,1
c53c,5,"X(O(A(X(x0,x1),x3),x2),X(x1,x3))",37,35,0.94594594594594594
c53f,5,"N(A(O(x0,x2),X(A(x1,x2),x3)))",33,32,0.96969696969696972
c550,5,"X(O(X(A(x1,x2),x0),X(x2,x3)),x0)",38,33,0.86842105263157898
c555,5,"N(X(O(A(x2,x3),X(x0,x1)),x1))",32,31,0.96875
c556,5,"X(O(X(A(x0,x2),x1),X(x2,x3)),x0)",38,33,0.86842105263157898
c55a,5,"X(O(A(X(x0,x1),x2),X(x2,x3)),x0)",37,30,0.81081081081081086
c560,5,"X(A(X(x0,x3),X(x2,x3)),A(x1,x2))",37,35,0.94594594594594594
c565,5,"X(O(N(x2),X(A(x0,x3),x1)),x0)",32,29,0.90625
c56a,5,"X(A(x1,x2),X(O(A(x2,x3),x0),x3))",39,37,0.94871794871794868
c56f,5,"X(A(X(x2,x3),x0),O(N(x2),x1))",31,30,0.967741935483871
c590,5,"X(A(N(x0),X(x2,x3)),A(x1,x2))",31,29,0.93548387096774188
c595,5,"N(X(A(x1,x2),O(A(x2,x3),x0)))",32,30,0.9375
c5a5,5,"X(O(A(X(x0,x1),x3),N(x2)),x0)",31,27,0.87096774193548387
c5aa,5,"X(A(O(N(x2),X(x0,x1)),x3),x0)",31,28,0.90322580645161288
c5ac,5,"X(A(X(X(x0,x1),x3),X(x2,x3)),x1)",38,38,1
c5c0,5,"O(A(N(O(x0,x2)),x3),A(x1,x2))",30,26,0.8666666666666667
c5c3,5,"N(X(O(A(X(x0,x1),x3),x2),x1))",31,29,0.93548387096774188
